date,averageprice,totalvolume,4046,4225,4770,totalbags,smallbags,largebags,xlargebags,type,year,region,gst_avocado,gst_organic,gst_avocado_recipe,gst_avocado_toast,gst_avocado_sandwich,gst_organic_avocado,season
2016-10-30,1.87,872.07,0.0,349.89,0.0,522.18,0.0,522.18,0.0,organic,2016,Boise,33.0,80.0,37.0,15.0,21.0,21.0,4
2016-10-30,1.67,376500.91,5542.76,304461.49,3787.66,62709.0,62705.31,3.69,0.0,conventional,2016,Boston,33.0,80.0,37.0,15.0,21.0,21.0,4
2016-10-30,1.32,8408.0,118.09,810.7,0.0,7479.21,7479.21,0.0,0.0,organic,2016,Boston,33.0,80.0,37.0,15.0,21.0,21.0,4
2016-10-30,1.65,71163.53,1130.02,56077.13,81.81,13874.57,13874.57,0.0,0.0,conventional,2016,BuffaloRochester,33.0,80.0,37.0,15.0,21.0,21.0,4
2016-10-30,1.63,563.06,3.6,126.13,0.0,433.33,433.33,0.0,0.0,organic,2016,BuffaloRochester,33.0,80.0,37.0,15.0,21.0,21.0,4
2016-10-30,1.68,3139833.5,1126017.42,1186843.99,92064.47,734907.62,686375.28,25241.6,32670.58,conventional,2016,California,33.0,80.0,37.0,15.0,21.0,21.0,4
2016-10-30,2.49,96095.1,17620.85,52989.92,1.54,25482.79,17096.29,8386.5,0.0,organic,2016,California,33.0,80.0,37.0,15.0,21.0,21.0,4
2016-10-30,1.58,142955.49,39376.44,29382.3,26881.22,47315.53,40258.68,6816.57,240.28,conventional,2016,Charlotte,33.0,80.0,37.0,15.0,21.0,21.0,4
2016-10-30,1.66,10446.48,160.0,4973.04,1171.38,4142.06,3748.17,393.89,0.0,organic,2016,Charlotte,33.0,80.0,37.0,15.0,21.0,21.0,4
2016-10-30,2.07,375213.57,33564.91,226980.93,60260.53,54407.2,48140.45,1587.11,4679.64,conventional,2016,Chicago,33.0,80.0,37.0,15.0,21.0,21.0,4
2016-10-30,2.23,32607.37,88.54,29520.64,0.0,2998.19,2998.19,0.0,0.0,organic,2016,Chicago,33.0,80.0,37.0,15.0,21.0,21.0,4
2016-10-30,1.02,241671.24,2125.55,89381.04,841.37,149323.28,11631.4,156407.87,0.0,conventional,2016,CincinnatiDayton,33.0,80.0,37.0,15.0,21.0,21.0,4
2016-10-30,1.52,15523.6,453.79,10104.3,0.0,4965.51,262.77,4702.74,0.0,organic,2016,CincinnatiDayton,33.0,80.0,37.0,15.0,21.0,21.0,4
2016-10-30,1.1,138565.73,75422.45,16016.58,1373.56,45753.14,43902.77,1850.37,0.0,conventional,2016,Columbus,33.0,80.0,37.0,15.0,21.0,21.0,4
2016-10-30,1.8,5890.85,712.43,2810.91,0.0,2367.51,1769.32,598.19,0.0,organic,2016,Columbus,33.0,80.0,37.0,15.0,21.0,21.0,4
2016-10-30,1.14,801081.72,432538.75,156225.53,2502.45,209814.99,208940.16,806.01,68.82,conventional,2016,DallasFtWorth,33.0,80.0,37.0,15.0,21.0,21.0,4
2016-10-30,1.34,17098.36,4885.83,120.53,0.0,12092.0,11802.8,289.2,0.0,organic,2016,DallasFtWorth,33.0,80.0,37.0,15.0,21.0,21.0,4
2016-10-30,1.13,576353.94,99369.74,239345.04,16411.08,221228.08,76674.6,144255.79,297.69,conventional,2016,Denver,33.0,80.0,37.0,15.0,21.0,21.0,4
2016-10-30,1.81,23733.43,21484.74,2146.97,15.05,86.67,0.0,86.67,0.0,organic,2016,Denver,33.0,80.0,37.0,15.0,21.0,21.0,4
2016-10-30,1.35,193940.78,75576.83,41553.71,4805.57,114930.09,70936.81,1058.93,8.93,conventional,2016,Detroit,33.0,80.0,37.0,15.0,21.0,21.0,4
2016-10-30,1.77,13787.12,687.53,10103.65,0.0,2995.94,483.62,2169.04,0.0,organic,2016,Detroit,33.0,80.0,37.0,15.0,21.0,21.0,4
2016-10-30,1.42,107013.58,1991.45,80587.89,2821.22,21613.02,17160.23,4411.44,41.35,conventional,2016,GrandRapids,33.0,80.0,37.0,15.0,21.0,21.0,4
2016-10-30,2.11,740.33,17.92,379.08,0.0,343.33,343.33,0.0,0.0,organic,2016,GrandRapids,33.0,80.0,37.0,15.0,21.0,21.0,4
2016-10-30,1.36,2275351.91,456451.3,955805.27,88514.18,774581.16,433158.18,335025.88,6397.1,conventional,2016,GreatLakes,33.0,80.0,37.0,15.0,21.0,21.0,4
2016-10-30,1.86,112134.82,3718.89,73774.98,0.0,34640.95,19270.51,15370.44,0.0,organic,2016,GreatLakes,33.0,80.0,37.0,15.0,21.0,21.0,4
2016-10-30,1.59,171652.4,35332.98,78894.91,87.59,57336.92,56958.76,711.58,0.0,conventional,2016,HarrisburgScranton,33.0,80.0,37.0,15.0,21.0,21.0,4
2016-10-30,1.44,4036.39,252.91,202.95,16.24,3564.29,3529.6,34.69,0.0,organic,2016,HarrisburgScranton,33.0,80.0,37.0,15.0,21.0,21.0,4
2016-10-30,1.81,180113.35,2704.79,130995.75,191.97,46220.84,56074.0,79.87,0.0,conventional,2016,HartfordSpringfield,33.0,80.0,37.0,15.0,21.0,21.0,4
2016-10-30,2.34,4272.13,275.57,2734.41,1.38,1260.77,1080.29,180.48,0.0,organic,2016,HartfordSpringfield,33.0,80.0,37.0,15.0,21.0,21.0,4
2016-10-30,1.15,709890.11,346283.28,181578.62,3192.69,178835.52,47722.65,131112.87,0.0,conventional,2016,Houston,33.0,80.0,37.0,15.0,21.0,21.0,4
2016-10-30,1.46,28128.59,18490.37,11.82,0.0,9626.4,9623.07,3.33,0.0,organic,2016,Houston,33.0,80.0,37.0,15.0,21.0,21.0,4
2016-10-30,1.2,139574.84,9278.4,61450.22,1682.81,67163.41,26068.96,41094.45,0.0,conventional,2016,Indianapolis,33.0,80.0,37.0,15.0,21.0,21.0,4
2016-10-30,2.1,3125.55,150.44,1634.81,0.0,1340.3,1054.45,285.85,0.0,organic,2016,Indianapolis,33.0,80.0,37.0,15.0,21.0,21.0,4
2016-10-30,1.41,119840.12,38168.39,20158.77,206.84,56588.47,13461.45,43127.02,0.0,conventional,2016,Jacksonville,33.0,80.0,37.0,15.0,21.0,21.0,4
2016-10-30,1.41,4355.53,450.59,133.77,3.52,3767.65,250.0,3517.65,0.0,organic,2016,Jacksonville,33.0,80.0,37.0,15.0,21.0,21.0,4
2016-10-30,1.16,223089.05,79018.69,48015.11,7157.69,105133.7,42630.66,62503.04,0.0,conventional,2016,LasVegas,33.0,80.0,37.0,15.0,21.0,21.0,4
2016-10-30,2.76,3238.28,378.75,2652.66,0.0,206.87,177.79,29.08,0.0,organic,2016,LasVegas,33.0,80.0,37.0,15.0,21.0,21.0,4
2016-10-30,1.48,1499286.88,533137.32,383974.46,59596.59,522578.51,840269.44,16418.82,19146.28,conventional,2016,LosAngeles,33.0,80.0,37.0,15.0,21.0,21.0,4
2016-10-30,2.1,48849.52,9327.57,19918.58,1.57,7659.73,11425.53,8176.27,0.0,organic,2016,LosAngeles,33.0,80.0,37.0,15.0,21.0,21.0,4
2016-10-30,1.28,70137.79,1769.84,35446.19,162.17,32759.59,10839.29,24943.4,0.0,conventional,2016,Louisville,33.0,80.0,37.0,15.0,21.0,21.0,4
2016-10-30,1.82,2038.12,1.27,1696.28,0.0,340.57,196.67,143.9,0.0,organic,2016,Louisville,33.0,80.0,37.0,15.0,21.0,21.0,4
2016-10-30,1.57,403657.05,169008.34,98080.05,247.52,136321.14,41406.6,94572.87,341.67,conventional,2016,MiamiFtLauderdale,33.0,80.0,37.0,15.0,21.0,21.0,4
2016-10-30,1.58,385.55,8.13,47.42,0.0,330.0,330.0,0.0,0.0,organic,2016,MiamiFtLauderdale,33.0,80.0,37.0,15.0,21.0,21.0,4
2016-10-30,1.48,2083054.88,606275.55,713427.63,107745.17,655606.53,547423.0,104591.3,3592.23,conventional,2016,Midsouth,33.0,80.0,37.0,15.0,21.0,21.0,4
2016-10-30,1.78,97718.73,2087.74,57325.02,3894.51,34411.46,29295.75,5115.71,0.0,organic,2016,Midsouth,33.0,80.0,37.0,15.0,21.0,21.0,4
2016-10-30,1.18,151715.9,65786.54,17343.11,125.57,68420.42,54539.04,12436.38,1260.0,conventional,2016,Nashville,33.0,80.0,37.0,15.0,21.0,21.0,4
2016-10-30,1.68,6293.04,294.8,5438.31,0.0,559.93,58.37,521.04,0.0,organic,2016,Nashville,33.0,80.0,37.0,15.0,21.0,21.0,4
2016-10-30,1.48,163510.83,71230.82,22081.11,245.0,69825.32,43587.37,16789.62,9448.33,conventional,2016,NewOrleansMobile,33.0,80.0,37.0,15.0,21.0,21.0,4
2016-10-30,1.59,3649.01,166.24,0.0,0.0,3482.77,2030.42,1452.35,0.0,organic,2016,NewOrleansMobile,33.0,80.0,37.0,15.0,21.0,21.0,4
2016-10-30,1.99,618279.77,9264.98,435952.49,1595.64,171466.66,148756.72,21484.94,1250.0,conventional,2016,NewYork,33.0,80.0,37.0,15.0,21.0,21.0,4
2016-10-30,2.25,25450.53,5223.58,4815.3,57.57,1303.03,777.54,525.49,0.0,organic,2016,NewYork,33.0,80.0,37.0,15.0,21.0,21.0,4
2016-10-30,1.72,2364424.49,118904.18,1616421.48,12120.21,832022.58,587560.44,28141.79,1276.39,conventional,2016,Northeast,33.0,80.0,37.0,15.0,21.0,21.0,4
2016-10-30,1.96,72130.37,7965.62,26563.78,67.48,37533.49,36379.22,1154.27,0.0,organic,2016,Northeast,33.0,80.0,37.0,15.0,21.0,21.0,4
2016-10-30,1.52,255455.34,12252.61,185280.5,2879.09,55043.14,55043.14,0.0,0.0,conventional,2016,NorthernNewEngland,33.0,80.0,37.0,15.0,21.0,21.0,4
2016-10-30,1.75,7404.92,1.21,153.88,0.0,7223.15,7223.15,0.0,0.0,organic,2016,NorthernNewEngland,33.0,80.0,37.0,15.0,21.0,21.0,4
2016-10-30,1.54,236500.42,82399.26,52975.5,143.88,87706.1,30132.88,57103.78,469.44,conventional,2016,Orlando,33.0,80.0,37.0,15.0,21.0,21.0,4
2016-10-30,1.56,3758.96,692.43,201.48,0.0,3230.71,303.33,3220.71,0.0,organic,2016,Orlando,33.0,80.0,37.0,15.0,21.0,21.0,4
2016-10-30,1.83,254423.1,13468.37,150271.02,701.32,89982.39,86874.6,3107.79,0.0,conventional,2016,Philadelphia,33.0,80.0,37.0,15.0,21.0,21.0,4
2016-10-30,2.39,6531.71,1020.47,3824.37,0.0,1686.87,1633.31,53.56,0.0,organic,2016,Philadelphia,33.0,80.0,37.0,15.0,21.0,21.0,4
2016-10-30,1.11,644652.47,261889.52,135479.22,15843.09,231440.64,108153.46,123199.68,87.5,conventional,2016,PhoenixTucson,33.0,80.0,37.0,15.0,21.0,21.0,4
2016-10-30,2.62,5394.03,1436.7,3458.84,0.0,498.49,485.16,13.33,0.0,organic,2016,PhoenixTucson,33.0,80.0,37.0,15.0,21.0,21.0,4
2016-10-30,1.25,86820.55,25336.21,21347.76,1150.23,38986.35,33736.01,5198.95,51.39,conventional,2016,Pittsburgh,33.0,80.0,37.0,15.0,21.0,21.0,4
2016-10-30,1.54,8707.36,949.37,59.89,0.0,7698.1,7249.13,448.97,0.0,organic,2016,Pittsburgh,33.0,80.0,37.0,15.0,21.0,21.0,4
2016-10-30,1.54,1058938.09,469957.6,297119.25,5263.65,286597.59,221347.82,56090.36,9159.41,conventional,2016,Plains,33.0,80.0,37.0,15.0,21.0,21.0,4
2016-10-30,1.8,33702.09,3145.29,10032.23,1058.94,19465.63,14282.84,5182.79,0.0,organic,2016,Plains,33.0,80.0,37.0,15.0,21.0,21.0,4
2016-10-30,1.4,407047.88,70232.8,109965.98,15009.27,211839.83,207419.82,4075.8,344.21,conventional,2016,Portland,33.0,80.0,37.0,15.0,21.0,21.0,4
2016-10-30,2.1,7136.88,1910.88,4597.68,18.33,627.49,172.25,455.24,0.0,organic,2016,Portland,33.0,80.0,37.0,15.0,21.0,21.0,4
2016-10-30,1.42,211956.24,84333.26,42819.12,23850.94,60952.92,59019.43,1933.49,0.0,conventional,2016,RaleighGreensboro,33.0,80.0,37.0,15.0,21.0,21.0,4
2016-10-30,1.83,13196.5,181.18,5746.73,603.36,7710.74,6482.54,182.69,0.0,organic,2016,RaleighGreensboro,33.0,80.0,37.0,15.0,21.0,21.0,4
2016-10-30,1.34,174400.73,80899.6,43431.58,5927.06,44142.49,44106.08,33.08,3.33,conventional,2016,RichmondNorfolk,33.0,80.0,37.0,15.0,21.0,21.0,4
2016-10-30,1.76,6706.92,211.94,3878.06,348.87,2268.05,2042.4,225.65,0.0,organic,2016,RichmondNorfolk,33.0,80.0,37.0,15.0,21.0,21.0,4
2016-10-30,1.26,105608.34,43905.8,21234.24,183.65,40284.65,39530.35,2448.66,0.0,conventional,2016,Roanoke,33.0,80.0,37.0,15.0,21.0,21.0,4
2016-10-30,1.77,6335.66,52.16,4203.61,0.0,2079.89,1422.05,657.84,0.0,organic,2016,Roanoke,33.0,80.0,37.0,15.0,21.0,21.0,4
2016-10-30,1.79,238699.3,97713.53,118831.23,1177.31,20977.23,20196.46,435.77,345.0,conventional,2016,Sacramento,33.0,80.0,37.0,15.0,21.0,21.0,4
2016-10-30,2.44,5676.57,1550.22,3615.86,0.0,510.49,510.49,0.0,0.0,organic,2016,Sacramento,33.0,80.0,37.0,15.0,21.0,21.0,4
2016-10-30,1.65,270941.97,88975.06,119080.04,14742.36,48144.51,41712.24,6337.0,95.27,conventional,2016,SanDiego,33.0,80.0,37.0,15.0,21.0,21.0,4
2016-10-30,2.74,8933.54,1854.17,6533.7,0.0,545.67,545.67,0.0,0.0,organic,2016,SanDiego,33.0,80.0,37.0,15.0,21.0,21.0,4
2016-10-30,2.2,477937.8,130025.36,285048.2,3399.09,59465.15,57223.44,269.21,1972.5,conventional,2016,SanFrancisco,33.0,80.0,37.0,15.0,21.0,21.0,4
2016-10-30,3.25,16700.94,2325.93,11142.85,0.0,3232.16,3232.16,0.0,0.0,organic,2016,SanFrancisco,33.0,80.0,37.0,15.0,21.0,21.0,4
2016-10-30,1.42,368056.21,52130.99,108922.37,1018.01,205984.84,205195.57,334.46,454.81,conventional,2016,Seattle,33.0,80.0,37.0,15.0,21.0,21.0,4
2016-10-30,2.73,13588.39,835.37,11345.97,69.99,1424.42,600.6,823.82,0.0,organic,2016,Seattle,33.0,80.0,37.0,15.0,21.0,21.0,4
2016-10-30,1.43,227993.9,99127.2,45338.87,9096.43,74431.4,40257.91,34173.49,0.0,conventional,2016,SouthCarolina,33.0,80.0,37.0,15.0,21.0,21.0,4
2016-10-30,1.73,8600.52,392.92,3718.26,417.02,4072.32,2907.25,1165.07,0.0,organic,2016,SouthCarolina,33.0,80.0,37.0,15.0,21.0,21.0,4
2016-10-30,1.19,3733135.22,1917984.65,802089.74,19653.3,993407.53,733102.01,242672.72,17632.8,conventional,2016,SouthCentral,33.0,80.0,37.0,15.0,21.0,21.0,4
2016-10-30,1.48,94332.98,41423.95,4092.33,5.96,48810.74,47513.43,1297.31,0.0,organic,2016,SouthCentral,33.0,80.0,37.0,15.0,21.0,21.0,4
2016-10-30,1.44,2502552.63,1006135.26,517368.07,14441.46,964607.84,416179.29,545707.16,2721.39,conventional,2016,Southeast,33.0,80.0,37.0,15.0,21.0,21.0,4
2016-10-30,1.75,44666.0,5090.29,15508.61,572.47,23494.63,5363.63,18274.24,0.0,organic,2016,Southeast,33.0,80.0,37.0,15.0,21.0,21.0,4
2016-10-30,1.39,51300.44,8156.83,15739.62,118.13,27285.86,27169.67,0.0,116.19,conventional,2016,Spokane,33.0,80.0,37.0,15.0,21.0,21.0,4
2016-10-30,2.89,1043.41,48.21,907.25,3.03,28.06,0.0,28.06,0.0,organic,2016,Spokane,33.0,80.0,37.0,15.0,21.0,21.0,4
2016-10-30,1.01,128966.42,51881.76,6010.11,59.48,71015.07,45591.77,25423.3,0.0,conventional,2016,StLouis,33.0,80.0,37.0,15.0,21.0,21.0,4
2016-10-30,1.0,6655.57,800.43,1980.2,0.0,5217.73,420.0,4797.73,0.0,organic,2016,StLouis,33.0,80.0,37.0,15.0,21.0,21.0,4
2016-10-30,1.38,33699.68,967.38,25926.02,12.23,18222.18,6791.83,2.22,0.0,conventional,2016,Syracuse,33.0,80.0,37.0,15.0,21.0,21.0,4
2016-10-30,1.73,667.95,4.91,57.64,0.0,605.4,605.4,0.0,0.0,organic,2016,Syracuse,33.0,80.0,37.0,15.0,21.0,21.0,4
2016-10-30,1.52,265332.11,93166.48,68007.5,150.2,97801.38,42732.14,61275.79,0.0,conventional,2016,Tampa,33.0,80.0,37.0,15.0,21.0,21.0,4
2016-10-30,1.47,3023.03,433.89,89.87,0.0,2526.78,200.0,2326.78,0.0,organic,2016,Tampa,33.0,80.0,37.0,15.0,21.0,21.0,4
2016-10-30,1.43,21009730.21,7100458.82,6852046.35,453145.26,6604079.78,4655045.62,1882750.65,91798.83,conventional,2016,TotalUS,33.0,80.0,37.0,15.0,21.0,21.0,4
2016-10-30,1.93,647723.55,123815.8,279842.5,5661.78,238403.47,168962.6,57772.16,0.0,organic,2016,TotalUS,33.0,80.0,37.0,15.0,21.0,21.0,4
2016-10-30,1.26,3852439.62,1398732.86,762970.93,116102.67,1577393.01,1029899.7,545279.86,2213.45,conventional,2016,West,33.0,80.0,37.0,15.0,21.0,21.0,4
2016-10-30,2.16,96943.41,42763.18,39555.64,60.88,14563.71,11572.83,2990.88,0.0,organic,2016,West,33.0,80.0,37.0,15.0,21.0,21.0,4
2016-10-30,1.11,474480.97,230696.56,55531.58,17669.83,170583.0,77112.5,93470.5,0.0,conventional,2016,WestTexNewMexico,33.0,80.0,37.0,15.0,21.0,21.0,4
2016-10-30,2.57,5647.48,593.81,4865.11,8.56,180.0,176.67,3.33,0.0,organic,2016,WestTexNewMexico,33.0,80.0,37.0,15.0,21.0,21.0,4
2016-11-06,1.63,57178.2,3212.04,43024.32,36.4,10905.44,10474.09,431.35,0.0,conventional,2016,Albany,33.0,71.0,37.0,16.0,41.0,27.0,4
2016-11-06,1.93,2674.0,60.08,194.11,0.0,2419.81,2419.81,0.0,0.0,organic,2016,Albany,33.0,71.0,37.0,16.0,41.0,27.0,4
2016-11-06,1.29,393826.35,167083.47,65207.61,168.26,161367.01,82410.76,78956.25,0.0,conventional,2016,Atlanta,33.0,71.0,37.0,16.0,41.0,27.0,4
2016-11-06,1.64,12410.85,1268.31,5723.98,0.0,5418.56,196.67,5221.89,0.0,organic,2016,Atlanta,33.0,71.0,37.0,16.0,41.0,27.0,4
2016-11-06,1.8,537945.82,61458.87,284547.34,41286.91,150652.7,149603.88,1048.82,0.0,conventional,2016,BaltimoreWashington,33.0,71.0,37.0,16.0,41.0,27.0,4
2016-11-06,2.28,14538.3,815.52,7611.42,461.88,5649.48,5633.82,15.66,0.0,organic,2016,BaltimoreWashington,33.0,71.0,37.0,16.0,41.0,27.0,4
2016-11-06,1.37,59587.14,24935.25,2893.68,7688.17,24070.04,23558.62,408.16,103.26,conventional,2016,Boise,33.0,71.0,37.0,16.0,41.0,27.0,4
2016-11-06,2.0,1394.87,0.0,726.7,0.0,668.17,40.0,628.17,0.0,organic,2016,Boise,33.0,71.0,37.0,16.0,41.0,27.0,4
2016-11-06,1.62,366175.49,4016.72,284809.54,3370.17,62709.0,73804.06,0.0,175.0,conventional,2016,Boston,33.0,71.0,37.0,16.0,41.0,27.0,4
2016-11-06,1.72,9755.42,62.71,1259.58,0.0,8433.13,8433.13,0.0,0.0,organic,2016,Boston,33.0,71.0,37.0,16.0,41.0,27.0,4
2016-11-06,1.64,81691.65,1321.66,56677.66,79.68,23612.65,23400.15,0.0,212.5,conventional,2016,BuffaloRochester,33.0,71.0,37.0,16.0,41.0,27.0,4
2016-11-06,1.56,1186.44,12.03,144.41,0.0,1030.0,1030.0,0.0,0.0,organic,2016,BuffaloRochester,33.0,71.0,37.0,16.0,41.0,27.0,4
2016-11-06,1.68,3139833.5,1111431.87,1186843.99,120964.4,829275.46,763934.88,35997.83,29342.75,conventional,2016,California,33.0,71.0,37.0,16.0,41.0,27.0,4
2016-11-06,2.37,119037.25,22140.03,56357.55,0.0,40539.67,27968.55,12571.12,0.0,organic,2016,California,33.0,71.0,37.0,16.0,41.0,27.0,4
2016-11-06,1.57,142955.49,36840.74,27501.34,25305.86,52447.98,45861.67,6586.31,0.0,conventional,2016,Charlotte,33.0,71.0,37.0,16.0,41.0,27.0,4
2016-11-06,1.92,9664.27,208.66,3144.06,728.54,5583.01,5234.36,348.65,0.0,organic,2016,Charlotte,33.0,71.0,37.0,16.0,41.0,27.0,4
2016-11-06,2.07,376476.71,31206.79,224561.79,61665.74,59042.39,57803.54,1095.69,143.16,conventional,2016,Chicago,33.0,71.0,37.0,16.0,41.0,27.0,4
2016-11-06,2.24,28818.87,38.61,24966.93,0.0,3813.33,3813.33,0.0,0.0,organic,2016,Chicago,33.0,71.0,37.0,16.0,41.0,27.0,4
2016-11-06,1.08,239233.63,2895.96,91902.63,1003.69,143431.35,16151.12,127193.62,86.61,conventional,2016,CincinnatiDayton,33.0,71.0,37.0,16.0,41.0,27.0,4
2016-11-06,0.9,27345.45,390.75,8582.72,0.0,18371.98,673.33,17698.65,0.0,organic,2016,CincinnatiDayton,33.0,71.0,37.0,16.0,41.0,27.0,4
2016-11-06,1.41,114207.94,55230.85,23397.14,1603.54,33976.41,32556.59,1419.82,0.0,conventional,2016,Columbus,33.0,71.0,37.0,16.0,41.0,27.0,4
2016-11-06,0.89,16601.25,537.42,2897.13,0.0,13166.7,2262.47,10904.23,0.0,organic,2016,Columbus,33.0,71.0,37.0,16.0,41.0,27.0,4
2016-11-06,1.14,894904.55,513465.9,156225.53,1932.2,216300.66,208940.16,273.66,601.87,conventional,2016,DallasFtWorth,33.0,71.0,37.0,16.0,41.0,27.0,4
2016-11-06,1.36,25468.3,7183.02,95.81,0.0,12092.0,17866.27,323.2,0.0,organic,2016,DallasFtWorth,33.0,71.0,37.0,16.0,41.0,27.0,4
2016-11-06,1.31,533947.5,110497.67,148423.26,18858.61,256167.96,81361.39,174689.45,117.12,conventional,2016,Denver,33.0,71.0,37.0,16.0,41.0,27.0,4
2016-11-06,1.74,13748.96,11564.81,1279.38,24.27,880.5,2.57,877.93,0.0,organic,2016,Denver,33.0,71.0,37.0,16.0,41.0,27.0,4
2016-11-06,1.4,231422.37,80604.72,46242.75,5688.67,98886.23,97805.5,1073.59,7.14,conventional,2016,Detroit,33.0,71.0,37.0,16.0,41.0,27.0,4
2016-11-06,0.79,34582.48,636.73,7665.08,0.0,26280.67,1155.55,25125.12,0.0,organic,2016,Detroit,33.0,71.0,37.0,16.0,41.0,27.0,4
2016-11-06,1.67,100001.45,1858.84,58869.42,2785.71,36487.48,34753.44,1713.3,20.74,conventional,2016,GrandRapids,33.0,71.0,37.0,16.0,41.0,27.0,4
2016-11-06,2.17,740.33,66.35,648.34,0.0,583.33,583.33,0.0,0.0,organic,2016,GrandRapids,33.0,71.0,37.0,16.0,41.0,27.0,4
2016-11-06,1.48,2222383.47,398012.36,946981.93,88514.18,785705.7,520297.39,264747.16,661.15,conventional,2016,GreatLakes,33.0,71.0,37.0,16.0,41.0,27.0,4
2016-11-06,1.25,175323.06,3560.85,63234.05,0.0,108528.16,19270.51,15370.44,0.0,organic,2016,GreatLakes,33.0,71.0,37.0,16.0,41.0,27.0,4
2016-11-06,1.55,174837.42,40523.19,82049.79,151.56,52112.88,51326.63,756.25,30.0,conventional,2016,HarrisburgScranton,33.0,71.0,37.0,16.0,41.0,27.0,4
2016-11-06,1.9,5678.73,161.06,202.95,24.62,5374.95,5374.95,0.0,0.0,organic,2016,HarrisburgScranton,33.0,71.0,37.0,16.0,41.0,27.0,4
2016-11-06,1.83,173620.97,3070.78,119662.41,161.73,46220.84,50160.37,565.68,0.0,conventional,2016,HartfordSpringfield,33.0,71.0,37.0,16.0,41.0,27.0,4
2016-11-06,2.57,6674.17,73.43,3159.34,2.77,3438.63,1080.29,107.63,0.0,organic,2016,HartfordSpringfield,33.0,71.0,37.0,16.0,41.0,27.0,4
2016-11-06,1.12,782911.25,430098.78,168814.95,3192.69,181075.54,78827.53,102248.01,0.0,conventional,2016,Houston,33.0,71.0,37.0,16.0,41.0,27.0,4
2016-11-06,1.43,34163.02,14208.05,29.52,0.0,19925.45,19912.12,13.33,0.0,organic,2016,Houston,33.0,71.0,37.0,16.0,41.0,27.0,4
2016-11-06,1.37,126205.09,9100.1,55557.73,1578.23,59969.03,26068.96,29180.53,329.39,conventional,2016,Indianapolis,33.0,71.0,37.0,16.0,41.0,27.0,4
2016-11-06,2.1,4057.85,203.83,1663.45,0.0,2190.57,1264.44,926.13,0.0,organic,2016,Indianapolis,33.0,71.0,37.0,16.0,41.0,27.0,4
2016-11-06,1.41,127895.28,43990.0,21710.64,289.79,61904.85,16137.03,45767.82,0.0,conventional,2016,Jacksonville,33.0,71.0,37.0,16.0,41.0,27.0,4
2016-11-06,1.43,3789.61,312.69,69.36,4.7,3402.86,650.0,2752.86,0.0,organic,2016,Jacksonville,33.0,71.0,37.0,16.0,41.0,27.0,4
2016-11-06,1.2,225301.45,84137.66,48015.11,8196.41,102969.69,52182.56,50534.35,252.78,conventional,2016,LasVegas,33.0,71.0,37.0,16.0,41.0,27.0,4
2016-11-06,1.94,6815.62,1815.17,3164.88,0.0,1835.57,1827.56,8.01,0.0,organic,2016,LasVegas,33.0,71.0,37.0,16.0,41.0,27.0,4
2016-11-06,1.52,1595013.07,543331.54,423351.91,77064.64,551264.98,497726.49,26542.63,19146.28,conventional,2016,LosAngeles,33.0,71.0,37.0,16.0,41.0,27.0,4
2016-11-06,1.94,64388.86,9018.29,23288.44,0.0,7659.73,21367.19,10714.94,0.0,organic,2016,LosAngeles,33.0,71.0,37.0,16.0,41.0,27.0,4
2016-11-06,1.27,70881.52,1606.9,34663.27,236.33,34375.02,9517.5,24857.52,0.0,conventional,2016,Louisville,33.0,71.0,37.0,16.0,41.0,27.0,4
2016-11-06,1.17,4143.28,0.0,1735.86,0.0,2407.42,343.34,2064.08,0.0,organic,2016,Louisville,33.0,71.0,37.0,16.0,41.0,27.0,4
2016-11-06,1.51,426159.64,176243.94,96964.16,232.81,152718.73,41406.6,99149.94,551.39,conventional,2016,MiamiFtLauderdale,33.0,71.0,37.0,16.0,41.0,27.0,4
2016-11-06,1.64,3297.5,10.89,29.95,0.0,3256.66,3243.33,13.33,0.0,organic,2016,MiamiFtLauderdale,33.0,71.0,37.0,16.0,41.0,27.0,4
2016-11-06,1.54,2077507.41,569735.76,697011.92,122472.4,688287.33,588028.35,99508.98,750.0,conventional,2016,Midsouth,33.0,71.0,37.0,16.0,41.0,27.0,4
2016-11-06,1.48,134399.76,2602.81,46417.2,2433.05,82946.7,41924.85,41021.85,0.0,organic,2016,Midsouth,33.0,71.0,37.0,16.0,41.0,27.0,4
2016-11-06,1.31,151715.9,66594.58,13756.62,126.52,66459.21,54846.72,11172.49,440.0,conventional,2016,Nashville,33.0,71.0,37.0,16.0,41.0,27.0,4
2016-11-06,0.88,14545.51,391.89,5050.9,0.0,9102.72,35.55,9067.17,0.0,organic,2016,Nashville,33.0,71.0,37.0,16.0,41.0,27.0,4
2016-11-06,1.49,183542.31,98949.98,22891.61,95.0,61605.72,43571.99,17499.01,534.72,conventional,2016,NewOrleansMobile,33.0,71.0,37.0,16.0,41.0,27.0,4
2016-11-06,1.66,3968.96,118.44,11.64,0.0,3838.88,2595.42,1243.46,0.0,organic,2016,NewOrleansMobile,33.0,71.0,37.0,16.0,41.0,27.0,4
2016-11-06,1.93,618279.77,10277.48,460230.47,3519.45,293163.22,250705.71,42457.51,0.0,conventional,2016,NewYork,33.0,71.0,37.0,16.0,41.0,27.0,4
